"name","type","borough","address","city","zip","lat","lon","license_no"
"HEALTHY LIFE HEALING SPA LLC","salon","Manhattan","45 W 39TH ST FL 2","NEW YORK","10018","40.75256","-73.98458","AEB-25-02783"
"HEALTHY LIFE HEALING SPA LLC","salon","Manhattan","29 W 46th St","New York","10036","40.75656","-73.98029","AEB-26-01386"
"HEAVENLY LIGHT BEAUTY SALON INC","salon","Manhattan","810 W 181st St","New York","10033","40.85102","-73.93868","AEB-22-01472"
"Heaven's Beauty LLC","salon","Manhattan","410 Saint Nicholas Ave Apt 9E","New York","10027","40.81404","-73.94969","AEB-14-03284"
"HEBE MIDTOWN INC.","salon","Manhattan","377 5TH AVE 2ND FLOOR","New York","10016","40.74932","-73.98392","AEB-26-00069"
"HeelsnBootsHairStudio LLC","salon","Manhattan","135 W 26 Street #10B","New York","10001","40.7454","-73.99285","AEB-25-01574"
"Heenas Beauty NY LLC","salon","Manhattan","1059 2nd Ave","New York","10022","40.75848","-73.96591","AEB-15-02485"
"Heenas Salon NY INC.","salon","Manhattan","425 2nd Ave","New York","10010","40.73878","-73.98028","AEB-24-00018"
"HEIGHTS FINEST UNISEX INC","barber","Manhattan","2240B AMSTERDAM AVE","NEW YORK","10032","40.84207","-73.9353","18HE4064094"
"HELLO NAILS 128 INC.","salon","Manhattan","128 Rivington St","New York","10002","40.71966","-73.98699","AEB-24-00296"
"HELL'S KITCHEN BARBER SHOP INC dba JACK OF ALL FADES","barber","Manhattan","410 W 56th St","New York","10019","40.76759","-73.98695","BSO-25-00014"
"HELL'S KITCHEN BARBERS CORP","barber","Manhattan","667 9th Ave","New York","10036","40.76113","-73.99065","BSO-17-00577"
"Henricks Beauty Studio","salon","Manhattan","127 E 59th St","New York","10022","40.76237","-73.96853","AEB-24-00778"
"Hera's Beauty Salon","salon","Manhattan","412 Broadway 3F","New York","10013","40.71908","-74.00212","AEB-25-00250"
"HERBAL FAIRY & BEAUTY INC","salon","Manhattan","333 E 49TH ST LBBY O","NEW YORK","10017","40.75376","-73.9678","21HE1420832"
"HEREYELASHES INC.","salon","Manhattan","353 Lexington Ave Ste 1603","New York","10016","40.74997","-73.97712","AEB-25-03174"
"Heyday 19th St LLC","salon","Manhattan","1 W 19th St","New York","10011","40.73919","-73.99162","AEB-24-02536"
"Heyday Wellness 1459 3rd Ave LLC","salon","Manhattan","1459 3rd Ave","New York","10028","40.77653","-73.95566","AEB-24-02556"
"Heyday Wellness Columbus LLC","salon","Manhattan","67 W 71st St","New York","10023","40.77654","-73.97881","AEB-17-02108"
"Heyday Wellness Lafayette LLC","salon","Manhattan","382 Lafayette St","New York","10003","40.7276","-73.99337","AEB-17-02113"
"Heyday Wellness LLC","salon","Manhattan","225 W 57th St","New York","10019","40.7661","-73.98136","AEB-19-02182"
"Heyday Wellness LLC","salon","Manhattan","1130 Broadway","New York","10010","40.74337","-73.98909","AEB-15-00844"
"Heyday Wellness Reade LLC","salon","Manhattan","92 Reade St","New York","10013","40.71559","-74.00787","AEB-24-02557"
"HFC Prestige Products Inc.","salon","Manhattan","1020 Madison Ave","New York","10075","40.776","-73.96237","AEB-24-01428"
"Hideaway spa & Lounge Wall street INC","salon","Manhattan","108 Greenwich St # 4F","New York","10006","40.70854","-74.01334","AEB-17-01539"
"HIGH BEAUTY STUDIO CORP","salon","Manhattan","501 5th Ave Rm 714","New York","10017","40.7533","-73.98101","AEB-25-02662"
"HIGHCUT BEAUTY SALON INC","salon","Manhattan","83 Elizabeth St Frnt A","New York","10013","40.71807","-73.99604","AEB-15-02232"
"HIMALAYA NAIL & SPA INC.","salon","Manhattan","404 W 47th St","New York","10036","40.7618","-73.99076","AEB-19-01225"
"HIMITSUKICHI YT CORP","salon","Manhattan","144 W 46th St Apt 3F","New York","10036","40.75814","-73.98402","AEB-18-01764"
"Hisako salon 50th ST Inc","salon","Manhattan","233 E 50th St","New York","10022","40.75527","-73.96948","AEB-16-00996"
"HK BEST BARBERS INC","barber","Manhattan","319 W 47th St","New York","10036","40.76083","-73.98846","BSO-19-00383"
"HOLISTIC CENTER OF NEW YORK INC","salon","Manhattan","107 W 82ND ST STE 105","NEW YORK","10024","40.78414","-73.97465","21HO1138767"
"HOLLYWOOD 2002","salon","Manhattan","204 W 14TH ST","NEW YORK","10011","40.73887","-74.00044","21HO1148486"
"HOLLYWOOD 2002","barber","Manhattan","204 W 14TH ST","NEW YORK","10011","40.73887","-74.00044","18HO4046125"
"HOLLYWOOD SALON SERVICE NY INC","barber","Manhattan","372 2nd Ave Num 7","New York","10010","40.73691","-73.98164","BSO-20-00504"
"Homecoming Salon","salon","Manhattan","1145 Broadway","New York","10001","40.74408","-73.98895","AEB-22-02226"
"Honey 499 Inc.","salon","Manhattan","499 10th Ave","New York","10018","40.75696","-73.99743","AEB-25-01802"
"HONEY LUXE NAIL SALON,  INC.","salon","Manhattan","3483A Broadway","New York","10031","40.82467","-73.95184","AEB-23-01899"
"Honey Nail Salon","salon","Manhattan","833 11th Ave","New York","10019","40.77006","-73.99158","AEB-22-02255"
"Honeyscent LLC","salon","Manhattan","415 W 57th St Unit A","New York","10019","40.76819","-73.98636","AEB-21-00124"
"HONG NAIL SPA INC.","salon","Manhattan","15 E 21st St","New York","10010","40.73975","-73.98933","AEB-20-00004"
"Hope Spa Inc","salon","Manhattan","1032 1st Ave","New York","10022","40.75791","-73.96323","AEB-16-02361"
"Horizon Beauty Station, Inc.","salon","Manhattan","139 E 110th St","New York","10029","40.7949","-73.94464","AEB-24-03014"
"Hortus Nailworks & Sugaring","salon","Manhattan","210 Forsyth St","New York","10002","40.72298","-73.9905","AEB-15-02428"
"HOS II Barbershop","barber","Manhattan","2311 2nd Ave","New York","10035","40.79865","-73.93655","BSO-26-00098"
"Hourglass Cosmetics","salon","Manhattan","14 Prince St","New York","10012","40.72266","-73.99403","AEB-25-00233"
"House of Pietro Simone","salon","Manhattan","145 Spring St Fl 2","New York","10012","40.72426","-74.00132","AEB-22-01893"
"House of Posh & Lux, LLC","salon","Manhattan","2226 1st Ave","New York","10029","40.79494","-73.93619","AEB-24-01447"
"HUA BEAUTY ENHANCEMENT INC.","salon","Manhattan","240 W 38th St Fl 3","New York","10018","40.75406","-73.99006","AEB-23-01944"
"HUA HONG CORPORATION","salon","Manhattan","2 MOTT ST STE 201","NEW YORK","10013","40.71376","-73.99869","21HU1317623"
"Hub Nail Atelier Inc","salon","Manhattan","39 W 32nd St Rm 603","New York","10001","40.74798","-73.98745","AEB-25-00226"
"Hudson Max Enterprises Inc. DBA Scott J B-way","salon","Manhattan","2929 Broadway","New York","10025","40.80704","-73.96474","AEB-17-01653"
"Hue Nail Club","salon","Manhattan","247 W 26th St","New York","10001","40.74688","-73.99635","AEB-23-00071"
"Hui Cheng Salon","salon","Manhattan","34 E Broadway Bsmt B","New York","10002","40.71353","-73.99646","AEB-15-00633"
"HUI YUAN SERVICE INC","salon","Manhattan","4089 Broadway","New York","10032","40.84432","-73.93893","AEB-19-01334"
"HUIHONG SPA CARE INC","salon","Manhattan","58 E 34th St Ste A","New York","10016","40.74737","-73.98204","AEB-25-01470"
"HYPERR INC","barber","Manhattan","334 E 11th St","New York","10003","40.72966","-73.98468","BSO-25-00392"
"I & L SALON INC","salon","Manhattan","22 W 14th St","New York","10011","40.7366","-73.99505","AEB-19-00387"
"I care studio LLC","salon","Manhattan","37 West 26 Street, Suite 815","New York","10010","40.74444","-73.99054","AEB-25-00038"
"I LASH BEAUTY STUDIO NYC INC.","salon","Manhattan","139 Fulton St","New York","10038","40.7103","-74.0079","AEB-22-01948"
"I LOVE BEAUTY @ NAGLE INC","salon","Manhattan","92 98 NAGLE AVE STORE 3","NEW YORK","10040","40.86059","-73.92747","AEB-20-01665"
"I Polish Nails Inc","salon","Manhattan","465 W 125th St Frnt 1","New York","10027","40.81307","-73.95601","AEB-14-02277"
"I&G Hair Studio Inc","salon","Manhattan","203 E 27th St","New York","10016","40.74117","-73.98089","AEB-25-03053"
"I.G Vanity Nails Inc","salon","Manhattan","4791 Broadway","New York","10034","40.86606","-73.9258","AEB-22-01274"
"iBROW THREADING & WAXING SPA LLC","salon","Manhattan","133 E 4th St","New York","10003","40.72529","-73.98732","AEB-18-00843"
"ICEBABE HAIR EXTENSION NEAR ME CORP","salon","Manhattan","15 W 28th St Suite 10B","New York","10001","40.74511","-73.9883","AEB-24-01643"
"ICON HAIR SALON INC","salon","Manhattan","488 3rd Ave","New York","10016","40.74534","-73.9784","21IC1412981"
"ICYY S COSMETICS LLC","salon","Manhattan","1974 Madison Avenue","New York","10035","40.8065","-73.94009","AEB-25-03084"
"IDEAL COSMETIC COMPANY INC","salon","Manhattan","30 E 60th St Rm 404","New York","10022","40.76384","-73.97006","AEB-25-00504"
"IDO NYC INC","salon","Manhattan","115 W 29TH ST SUITE 901","NEW YORK","10001","40.747","-73.99087","AEB-23-00024"
"Ie Spa Inc.","salon","Manhattan","260 W 91ST ST SUITE 1A","New York","10024","40.79173","-73.97474","AEB-25-02307"
"IGART LLC","barber","Manhattan","367 W Broadway","New York","10013","40.7235","-74.00285","BSO-21-00368"
"IGK NYC INC.","salon","Manhattan","325 W Broadway Unit A","New York","10013","40.72204","-74.00406","AEB-18-01292"
"IGK UE NYC INC","salon","Manhattan","30 E 76th St Apt 2B","New York","10021","40.77427","-73.96331","AEB-24-02890"
"IKAL BODY & SOUL LLC","salon","Manhattan","48 Grand St","New York","10013","40.72251","-74.00398","AEB-20-01154"
"IL BARBIERE LLC","barber","Manhattan","1467 2nd Ave","New York","10075","40.77164","-73.95629","BSO-26-00142"
"IL FIGARO II INC","barber","Manhattan","48 E End Ave","New York","10028","40.77209","-73.94685","BSO-14-00141"
"il Villaggio Beauty Inc","salon","Manhattan","502 Laguardia Pl","New York","10012","40.72751","-73.99943","AEB-24-02819"
"ILDI PEKAR SKIN CARE, LTD.","salon","Manhattan","20 E 49th St Fl 6","New York","10017","40.75742","-73.9765","AEB-19-02537"
"ILM Wellness","salon","Manhattan","139 Fulton St Rm 600","New York","10038","40.7103","-74.0079","AEB-25-00501"
"ILONA TAITHY EUROPEAN SKIN CARE & HAIR SALON","salon","Manhattan","767 Lexington Ave # 400","New York","10065","40.76305","-73.96759","21IL1337506"
"Ilya/Leo Barber shop LLC","barber","Manhattan","90 Worth St Frnt 1","New York","10013","40.71649","-74.00498","BSO-25-00553"
"ILYAS BARBER SHOP","barber","Manhattan","157 Chambers Street","New York","10007","40.71599","-74.01027","18IL4043510"
"Image Barbershop","barber","Manhattan","3613 Broadway","New York","10031","40.82888","-73.94876","BSO-19-00167"
"Imperial Barbershop Inc","barber","Manhattan","569 Lexington Ave","New York","10022","40.75687","-73.97209","BSO-23-00443"
"Imperial barbershop inc","barber","Manhattan","141 E 44th St","New York","10017","40.75257","-73.97468","BSO-23-00338"
"Imperial barbershop inc","barber","Manhattan","954 Lexington Ave","New York","10021","40.76882","-73.96337","BSO-23-00423"
"INFINITY LASER SPA INC.","salon","Manhattan","866 Avenue of the Americas","New York","10001","40.74766","-73.98935","AEB-24-00028"
"Infinity Nails Studio Corp","salon","Manhattan","1961 Madison Ave","New York","10035","40.8061","-73.94037","AEB-25-00811"
"INGLO SPA LLC","salon","Manhattan","115 W 27th St Ste 1001","New York","10001","40.74579","-73.99184","AEB-22-00861"
"Ino Beauty & Wellness Inc.","salon","Manhattan","100 Saint Marks Pl","New York","10009","40.72731","-73.98463","AEB-22-01879"
"INS LASH LLC","salon","Manhattan","183A E 108th St","New York","10029","40.79305","-73.94416","AEB-24-02927"
"INSTITUT DE BEAUTE LLC","salon","Manhattan","39 W 38th St","Suite 8W","10018","40.75177","-73.98465","AEB-25-02898"
"InStyleByChi LLC","salon","Manhattan","336 W 37th Street Unit 370","New York","10018","40.75486","-73.99391","AEB-25-01645"
"INTRO HAIR","salon","Manhattan","426 E 73rd St","New York","10021","40.76787","-73.95409","AEB-24-02126"
"Intuitive Skin Solutions LLC","salon","Manhattan","122 W 26th St Rm 1201","New York","10001","40.74526","-73.9925","AEB-20-00692"
"Iplaza North Moore Inc","salon","Manhattan","387 Greenwich St","New York","10013","40.72046","-74.01012","AEB-24-01347"
"IPOLISH NAIL SALON USA INC.","salon","Manhattan","465 W 125th St","New York","10027","40.81307","-73.95601","AEB-24-00546"
"IRINITI STUDIO","salon","Manhattan","141 W 41st St","New York","10036","40.75479","-73.98605","AEB-23-01453"
"Iris Lash Studio LLC","salon","Manhattan","147 W 35th St Ste 1804","New York","10001","40.75128","-73.98923","AEB-24-02491"
"IRON | FEATHER","salon","Manhattan","6 Grand St","New York","10013","40.72308","-74.00597","AEB-24-00275"
"Isabel2008 Inc.","salon","Manhattan","144 W 37th St # 3FL","New York","10018","40.75262","-73.98859","AEB-21-01099"
"ISALYS","barber","Manhattan","124 Ridge St","New York","10002","40.71925","-73.98305","BSO-23-00007"
"ISSA II NAILS SALON, INC","salon","Manhattan","1194 3rd Ave # 2","New York","10021","40.76806","-73.96185","AEB-14-01698"
"ISSA NAIL","salon","Manhattan","800 Lexington Ave # 2FL","New York","10065","40.76395","-73.96693","AEB-22-02251"
"ISSA NAIL","salon","Manhattan","1316 2nd Ave","New York","10021","40.76713","-73.95957","AEB-24-02563"
"ISSA NAIL","salon","Manhattan","800 Lexington Ave # 2FL","New York","10065","40.76395","-73.96693","AEB-23-00075"
"ISSA NAIL SALON","salon","Manhattan","1053 2nd Ave","New York","10022","40.75831","-73.96604","AEB-23-01702"
"ITALMAS NAILS Inc.","salon","Manhattan","109 W 38th St Ste 1203","New York","10018","40.75254","-73.98646","AEB-25-02377"
"Ivoire Beauty Salon, Corp.","salon","Manhattan","107 E 125th St","New York","10035","40.80483","-73.93849","AEB-19-02233"
"Izumi Studio NYC LLC","salon","Manhattan","127 E 59th St","New York","10022","40.76237","-73.96853","AEB-22-01050"
"J & E Hair Salon Inc.","salon","Manhattan","265 Columbus Ave","New York","10023","40.77767","-73.97869","AEB-15-02108"
"J & G HAIR STYLE CORP","salon","Manhattan","2168 AMSTERDAM AVE","NEW YORK","10032","40.8394","-73.93725","AEB-25-01436"
"J & L NAIL INC","salon","Manhattan","152 W 72nd St","New York","10023","40.77818","-73.98063","AEB-26-00571"
"J & M HAIR SALON GRAND INC.","barber","Manhattan","302 C GRAND STREET","NEW YORK","10013","40.7175","-73.99169","BSO-22-00209"
"J & N Beauty Spa Inc","salon","Manhattan","98 Mott St Ste 202","New York","10013","40.71722","-73.99752","AEB-15-00754"
"J & Y SPA ON BROADWAY INC","salon","Manhattan","2528 Broadway","New York","10025","40.79363","-73.97241","AEB-19-00567"
"J C A BARBERSHOP CORP","barber","Manhattan","242 E 116th St","New York","10029","40.79725","-73.93835","BSO-24-00371"
"J C A BARBERSHOP CORP","barber","Manhattan","242 E 116th St","New York","10029","40.79725","-73.93835","BSO-25-00173"
"J CHRISTOPHER SALON INC","salon","Manhattan","43 SEVENTH AVE","NEW YORK","10011","40.73799","-74.00009","AEB-25-01419"
"J MESS HAIR & SPA INC","salon","Manhattan","104 Bowery","New York","10013","40.71781","-73.99512","AEB-25-00036"
"J&H BODYWORK C244 INC","salon","Manhattan","244 Canal St Fl 2F","New York","10013","40.71819","-74.00019","AEB-25-01620"
"J&H BODYWORK E233 INC","salon","Manhattan","233 EAST 77TH ST WEST STORE","NEW YORK","10075","40.77248","-73.9571","AEB-25-00878"
"J&H BODYWORK E77 INC.","salon","Manhattan","233 E 77th St","New York","10075","40.77248","-73.9571","AEB-19-01332"
"J&H BODYWORK SPA INC.","salon","Manhattan","244 Canal St Fl 2F","New York","10013","40.71819","-74.00019","AEB-23-01787"
"J. Will Barber Shop, LLC","barber","Manhattan","2294 Frederick Douglass Blvd","New York","10027","40.80909","-73.95196","BSO-25-00302"
"J7 NY INC.","salon","Manhattan","315 5th Ave STE 707","New York","10016","40.74706","-73.98557","AEB-25-03351"
"JA ALTERNATIVES ON 5TH, INC","salon","Manhattan","12 E 46th St Fl 7","New York","10017","40.75562","-73.97805","AEB-21-00809"
"JACK'S UNISEX HAIR SALON, INC.","salon","Manhattan","300 Vesey St","New York","10282","40.71442","-74.01546","AEB-22-00036"
"JACK'S UNISEX HAIR SALON, INC.","barber","Manhattan","300 Vesey St","New York","10282","40.71442","-74.01546","BSO-21-00443"
"Jacky Hair Lounge LLC","salon","Manhattan","3458 Broadway","New York","10031","40.82397","-73.95212","AEB-25-03057"
"JACOB'S EXCLUSIVE BARBER SHOP LLC","barber","Manhattan","20 W 47th St","New York","10036","40.75713","-73.97967","BSO-24-00176"
"JACSER NAIL SALON","salon","Manhattan","204 Sherman Ave","New York","10034","40.86538","-73.92113","21JA1302417"
"JADE CRYSTAL SKINCARE CORP","salon","Manhattan","94 Hester St Frnt 3","New York","10002","40.71643","-73.99264","AEB-16-00956"
"Jade Haifa Studio","salon","Manhattan","127 E 59th St # 24","New York","10022","40.76237","-73.96853","AEB-22-00526"
"JADE NAILS & SPA 1 INC","salon","Manhattan","2284 Broadway","New York","10024","40.78598","-73.97828","AEB-23-00438"
"JADE NAILS & SPA 2 INC","salon","Manhattan","230 W 76th St","New York","10023","40.78194","-73.98151","AEB-25-03247"
"JAICO BEAUTY SALON","salon","Manhattan","1388 Lexington Ave","New York","10128","40.78297","-73.95305","AEB-14-03046"
"JAIME EUROPEAN WAXING, INC.","salon","Manhattan","35 E 35th St Rm 1E","New York","10016","40.74808","-73.98164","AEB-14-01730"
"JALIBIN INC.","salon","Manhattan","406 6TH AVE 2ND FL","NEW YORK","10011","40.7338","-73.99941","AEB-23-01054"
"James Lyons NYC LLC","salon","Manhattan","519 Broome St.","New York","10013","40.72374","-74.0038","AEB-25-01670"
"Jami'a K Dunlap","salon","Manhattan","127 East 59th street","New York","10022","40.76237","-73.96853","AEB-26-00386"
"JAMIE NAIL & SPA INC.","salon","Manhattan","153 W 27th St","New York","10001","40.74635","-73.99316","AEB-15-00931"
"JANELLE BR0WS","salon","Manhattan","124 W 24th St","New York","10011","40.74409","-73.99355","AEB-24-02794"
"Janette D Holland","salon","Manhattan","1178 Broadway Fl 1409","New York","10001","40.74533","-73.98871","AEB-26-00610"
"JANNIES BEAUTY LLC","salon","Manhattan","1673 Lexington Ave # 1","New York","10029","40.79148","-73.94683","AEB-24-02236"
"JARDIN BEAUTY SALON CORP.","barber","Manhattan","1253 Saint Nicholas Ave","New York","10032","40.8439","-73.93769","BSO-14-00289"
"Jasmeiry Hair Salon LLC","salon","Manhattan","967 Columbus Ave","New York","10025","40.8002","-73.96219","AEB-18-01721"
"JASMINE INTERNATIONAL GROUP INC","salon","Manhattan","903 2nd Ave","New York","10017","40.75378","-73.96933","AEB-25-02772"
"Jasna's Hair Studio LLC","barber","Manhattan","76 E 7th St","New York","10003","40.72729","-73.98648","BSO-14-00521"
"Jasna's Hair studio llc","salon","Manhattan","107 W 10th St","New York","10011","40.73481","-73.99906","AEB-16-00051"
"Jasna's Hair Studio LLC","salon","Manhattan","76 E 7th St","New York","10003","40.72729","-73.98648","AEB-14-02582"
"JAVIER SALON UNISEX CORP","salon","Manhattan","87 Clinton St","New York","10002","40.71872","-73.98525","AEB-25-01885"
"JAY JOE'S CLASSIC CUTS","salon","Manhattan","256 E 3rd St","New York","10009","40.72184","-73.98098","AEB-24-01422"
"Jays Barbershop","barber","Manhattan","159 W 145th St","New York","10039","40.82132","-73.93834","BSO-25-00059"
"Jazmine Brady","salon","Manhattan","127 E 59th St","New York","10022","40.76237","-73.96853","AEB-26-00976"
"JBY BEAUTY INC.","salon","Manhattan","45 Rockefeller Plz","New York","10111","40.75962","-73.97788","AEB-26-01366"
"JDR BARBERSHOP LLC","barber","Manhattan","2168 2nd Ave","New York","10029","40.7941","-73.93991","BSO-23-00442"
"Jean Leon Hair Spa Inc","salon","Manhattan","164 E 56th St","New York","10022","40.75976","-73.96844","AEB-19-01456"
"JEANN BAKER-DECAMBRE","barber","Manhattan","100 W 142nd St","New York","10030","40.81868","-73.93807","BSO-26-00165"
"JE'DERM Skin Atelier","salon","Manhattan","10 W 74th St Apt Lld","New York","10023","40.77782","-73.97559","AEB-18-00302"
"Jeffrey C. Yabut","salon","Manhattan","127 E 59th St Fl 2","New York","10022","40.76237","-73.96853","AEB-20-02188"
"JELLY NAIL NY INC","salon","Manhattan","39 W 32nd St Ste 302","New York","10001","40.74798","-73.98745","AEB-25-01809"
"JENDYS UNISEX","salon","Manhattan","3511 BROADWAY","NEW YORK","10031","40.82551","-73.95123","21JE1438860"
"Jessi Flores Nail Salon INC","salon","Manhattan","3350 Broadway","New York","10031","40.82047","-73.95468","AEB-24-03025"
"Jessica S Eyelash Inc","salon","Manhattan","252 W 38th St","New York","10018","40.75425","-73.99053","AEB-22-01658"
"JESSIES HAIR STUDIO INC","salon","Manhattan","24 E Broadway","New York","10002","40.71351","-73.99681","AEB-24-00943"
"Jessina Colon Hair","salon","Manhattan","127 E 59th St Ste 36","New York","10022","40.76237","-73.96853","AEB-21-01551"
"Jewell House","salon","Manhattan","46 E 21st St Fl 3","New York","10010","40.73922","-73.98805","AEB-23-02349"
"JHOSENID NAILS SALON 2 CORP","salon","Manhattan","2419 2nd Ave","New York","10035","40.80219","-73.93398","AEB-20-00401"
"jhosenid nails salon corp.","salon","Manhattan","1961 Madison Ave Frnt 1","New York","10035","40.8061","-73.94037","AEB-18-01297"
"JHOSENID NAILS SPA CORP","salon","Manhattan","11 E 125th St","New York","10035","40.80624","-73.94179","AEB-23-01610"
"JIE XING SKIN BEAUTY SALON INC","salon","Manhattan","125 Elizabeth St","New York","10013","40.71944","-73.99543","AEB-22-01940"
"JIEHE SPA INC.","salon","Manhattan","236 E 6th St Bsmt","New York","10003","40.72762","-73.98902","AEB-26-01015"
"JIEHE USA INC","salon","Manhattan","236 E 6th St Bsmt","New York","10003","40.72762","-73.98902","AEB-24-01072"
"JIN NEW YORK LLC","salon","Manhattan","2109 Broadway Ste 206","New York","10023","40.78032","-73.98161","AEB-25-02923"
"JIN SOON NATURAL HAND AND FOOT SPA","salon","Manhattan","421 E 73RD ST","NEW YORK","10021","40.76798","-73.95432","21JI1261286"
"JIN SOON NATURAL HAND AND FOOT SPA","salon","Manhattan","23 JONES ST","NEW YORK","10014","40.73196","-74.00268","21JI1261281"
"JING JING HAIR & SKIN CARE INC.","salon","Manhattan","34 W 36th St Fl 3","New York","10018","40.75035","-73.98513","AEB-24-02847"
"Jinsoon Tribeca Inc","salon","Manhattan","37 Walker St","New York","10013","40.71928","-74.00397","AEB-19-02347"
"Jinyu Spa & Wellness NY, Inc.","salon","Manhattan","138 E 34th St","New York","10016","40.74625","-73.97933","AEB-24-00825"
"JJ Eyelashes Madison Corp","salon","Manhattan","905 Madison Ave","New York","10021","40.77223","-73.9651","AEB-26-00164"
"JJ Eyelashes Midtown Corp","salon","Manhattan","46 W 56th St Fl 2","New York","10019","40.7632","-73.97663","AEB-25-03360"
"JJ HOME SPA","salon","Manhattan","4329 Broadway Frnt 1","New York","10033","40.85252","-73.93454","AEB-16-01570"
"JJS Salon LLC","salon","Manhattan","2206 Broadway","New York","10024","40.78336","-73.98021","AEB-19-00636"
"JJSalon","salon","Manhattan","766 Madison Avenue 3FL","New York","10065","40.76778","-73.96835","AEB-16-00021"
"JK DIVA NAIL, INC.","salon","Manhattan","48 E End Ave","New York","10028","40.77209","-73.94685","AEB-19-01449"
"JLB Kids, LLC","salon","Manhattan","40 Gold St","New York","10038","40.70878","-74.00588","AEB-14-02152"
"JLoo Management LLC","salon","Manhattan","150 W 36th St Fl 2","New York","10018","40.75194","-73.98885","AEB-23-01249"
"JN BEAUTY BAR INC","salon","Manhattan","30 W 32nd St Fl 5","New York","10001","40.7478","-73.98703","AEB-20-00661"
"JNJ NAIL INC","salon","Manhattan","1217 Madison Ave","New York","10128","40.78197","-73.958","AEB-18-00941"
"JOA NAIL II INC","salon","Manhattan","1578 YORK AVE","NEW YORK","10028","40.77408","-73.94848","21JO1417885"
"Joelle Rodriguez","salon","Manhattan","767 Lexington Ave Rm 304","New York","10065","40.76305","-73.96759","AEB-26-00229"
"John Barrett Salon","salon","Manhattan","36 East 57th Street Mezzanine Level - 1M","New York","10022","40.76207","-73.97183","AEB-19-00978"
"JOHN DORAZIO SALON INC","salon","Manhattan","872 MADISON AVE STE 2B","NEW YORK","10021","40.77134","-73.96576","21JO1347789"
"JOHNY MACK NYC LLC","barber","Manhattan","150 E 19th St","New York","10003","40.73647","-73.98517","BSO-26-00279"
"JOHNY MACK NYC LLC","salon","Manhattan","150 E 19th St","New York","10003","40.73647","-73.98517","AEB-19-00420"
"JOIS HAIR SALON LLC","salon","Manhattan","27 E 92nd St","New York","10128","40.78476","-73.95625","AEB-21-00286"
"Jolie and dandy","salon","Manhattan","2022 3rd Ave","New York","10029","40.79493","-73.94223","AEB-24-01478"
"JOLLY FACIAL BEAUTY INC.","salon","Manhattan","50 E Broadway # 2F218","New York","10002","40.7136","-73.99565","AEB-15-02035"
"Jorge barbershop","barber","Manhattan","150 E 112th St","New York","10029","40.79596","-73.94321","BSO-23-00212"
"Joseph Battisti LLC","salon","Manhattan","136 E 73rd St","New York","10021","40.77127","-73.9621","AEB-14-00235"
"JOSEPH HEALY INC","salon","Manhattan","51 University Pl Frnt 4","New York","10003","40.73255","-73.99398","AEB-17-01232"
"Josephine Beauty Shop","salon","Manhattan","101 W 143rd St","New York","10030","40.8193","-73.93757","AEB-18-01852"
"Josephine Cruz Beauty & Bridal Services","salon","Manhattan","529 W 151st St Apt 23","New York","10031","40.82968","-73.94641","AEB-18-01363"
"JOSH LEVI SALON INC","salon","Manhattan","1093 Lexington Ave","New York","10075","40.77337","-73.96006","AEB-19-01634"
"Joshua Halladay","salon","Manhattan","10 E 8th St","New York","10003","40.73194","-73.9956","AEB-26-00197"
"JOSIES BEAUTY CENTER","salon","Manhattan","5085 BROADWAY","NEW YORK","10034","40.87068","-73.9148","21JO1006644"
"Jou Beauty Glow, LLC","salon","Manhattan","42 Broadway Ste 1227","New York","10004","40.70618","-74.01304","AEB-25-03136"
"JOYCE SPA INC","salon","Manhattan","107 MacDougal St # 201A","New York","10012","40.72978","-74.00068","AEB-24-03006"
"JOYFUL NAILS INC","salon","Manhattan","35 AVENUE A","NEW YORK","10009","40.72336","-73.9855","21JO1420831"
"JOYFUL WELLNESS 55W 86 NY INC.","salon","Manhattan","55 W 86th St","New York","10024","40.78631","-73.97174","AEB-26-01207"
"JP SPA INC","salon","Manhattan","29 John St","New York","10038","40.70967","-74.00861","AEB-19-01903"
"JR NAIL SPA INC","salon","Manhattan","190A Dyckman St","New York","10040","40.86459","-73.92667","AEB-23-01450"
"JS HAIR INC","salon","Manhattan","56 ELIZABETH ST SOUTH STORE","NEW YORK","10013","40.71731","-73.9965","21JS1390222"
"J'S NAILS STUDIO INC.","salon","Manhattan","200 Broome St","New York","10002","40.71725","-73.98734","AEB-25-00169"
"JSIL LLC","salon","Manhattan","19 E 7th St","New York","10003","40.72861","-73.98959","AEB-25-01779"
"JSJ NAIL SPA INC","salon","Manhattan","243 W 60th St","New York","10023","40.77193","-73.98927","AEB-25-01648"
"JUAN D ABREU","barber","Manhattan","559 W 156th St","New York","10032","40.83328","-73.94495","BSO-20-00226"
"JUANS BEAUTY SALON","salon","Manhattan","1887 AMSTERDAM AVE","NEW YORK","10032","40.83056","-73.94372","21JU1178720"
"Juan's Beauty Salon","barber","Manhattan","1887 Amsterdam Ave","New York","10032","40.83056","-73.94372","BSO-15-00358"
"JULIA DAVIDOV INC","salon","Manhattan","659 2ND AVE","NEW YORK","10016","40.74596","-73.97501","21JU1092542"
"JULIA MARCH SKIN CARE LLC","salon","Manhattan","303 5TH AVE RM1510","NEW YORK","10016","40.74668","-73.98585","21JU1161261"
