"name","type","borough","address","city","zip","lat","lon","license_no"
"CARMEN'S HOUSE OF BEAUTY CORP.","salon","Bronx","2246 Grand Concourse","Bronx","10457","40.85646","-73.90034","AEB-18-00871"
"CASTLE NAILS I INC","salon","Bronx","712 Castle Hill Ave","Bronx","10473","40.82142","-73.84859","AEB-20-00213"
"CC SALON SUITES LLC","salon","Bronx","30 E Kingsbridge Rd Unit 2N","Bronx","10468","40.86707","-73.89644","AEB-24-01971"
"CECILEAHS HAIR STUDIO","salon","Bronx","3000 Middletown Rd","Bronx","10461","40.8439","-73.83028","AEB-14-02994"
"CEPEDA STYLE BARBER SHOP CORP","barber","Bronx","269 E 167th St","Bronx","10456","40.83338","-73.91434","BSO-26-00299"
"CERAS","salon","Bronx","171 W 230th St Unit 130","Bronx","10463","40.87682","-73.90547","AEB-25-00159"
"C'ESAR STYLO CORP","barber","Bronx","265 E 184th St","Bronx","10458","40.85887","-73.89765","BSO-23-00055"
"CF nails Glam studio LLC","salon","Bronx","2944 3rd Ave # 2A","Bronx","10455","40.81787","-73.91522","AEB-16-02332"
"CFC AFRICAN BOUTIQUE INC","salon","Bronx","5616 Broadway","Bronx","10463","40.87991","-73.90415","AEB-26-00944"
"Cheveurier","salon","Bronx","736 Allerton Ave Ste 206","Bronx","10467","40.86545","-73.86599","AEB-24-02723"
"CHICHI HAIR BRAIDING LLC","salon","Bronx","724 Saint Lawrence Ave","Bronx","10473","40.82023","-73.86458","AEB-26-00092"
"Chikito Barbershop","barber","Bronx","119w kingsbridge rd","bronx","10468","40.86853","-73.90194","BSO-20-00247"
"Chimene F Ndomi","salon","Bronx","2337 Grand Concourse","Bronx","10468","40.85862","-73.89944","AEB-25-02164"
"CHLOE NAILS & BEAUTY INC","salon","Bronx","436 E 149th St","Bronx","10455","40.81536","-73.916","AEB-23-02605"
"CHLOE NAILS & BEAUTY INC","salon","Bronx","436 E 149th St Unit 2","Bronx","10455","40.81536","-73.916","AEB-25-01263"
"CHLOE NAILS & BEAUTY INC","salon","Bronx","436 E 149th St","Bronx","10455","40.81536","-73.916","AEB-23-02435"
"CHOICE NAIL PLAZA CORP","salon","Bronx","1450A EAST AVE","BRONX","10462","40.83637","-73.86033","21CH1190948"
"Chon Barber Shop","barber","Bronx","563 E Tremont Ave","Bronx","10457","40.84647","-73.89461","BSO-23-00435"
"Chop Shop Barbers Inc.","barber","Bronx","3106 E Tremont Ave","Bronx","10461","40.8386","-73.83558","BSO-18-00090"
"Chosen Barber Shop Inc.","barber","Bronx","2401B Westchester Ave","Bronx","10461","40.8371","-73.84635","BSO-25-00027"
"CHRISTI BEAUTY SALON","salon","Bronx","1404 Castle Hill Ave","Bronx","10462","40.83582","-73.8521","21CH1163840"
"CHRISTIES BODY SHOPPE INC","salon","Bronx","3189 E TREMONT AVE","BRONX","10461","40.8368","-73.83392","21CH1258914"
"CHRISTINA NAIL SPA INC","salon","Bronx","500 E 149th St Fl 2","Bronx","10455","40.81487","-73.91476","AEB-16-00415"
"CINDERELLA HOUSE OF BEAUTY","salon","Bronx","3803 WHITE PLAINS RD","BRONX","10467","40.8837","-73.86275","21CI0119426"
"CINDY BEAUTY CENTER LLC","salon","Bronx","234 East 194th Street","Bronx","10458","40.8652","-73.89312","AEB-26-01029"
"CINNAMON BEAUTY","salon","Bronx","2676 Morris Ave","Bronx","10468","40.86727","-73.89613","AEB-24-02110"
"CIPRIAN BUSINESS SERVICES INC","salon","Bronx","852 E 180th St","Bronx","10460","40.84561","-73.88371","AEB-14-02336"
"CLARISSE PROFESSIONAL AFRICAN HAIR BRAIDING LLC","salon","Bronx","2464 Grand Concourse","Bronx","10458","40.86156","-73.89742","AEB-24-00166"
"CLASSIC HAIR & NAILS TOO","salon","Bronx","1720 CROSBY AVE","BRONX","10461","40.84587","-73.83155","21CL1276036"
"CLASSIC HAIR AND NAILS ALSO","salon","Bronx","3605 E TREMONT AVE","BRONX","10465","40.82888","-73.82453","21CL1406555"
"Claudia Nails Center Inc.","salon","Bronx","625 E 189th St","Bronx","10458","40.8569","-73.88506","AEB-14-01141"
"Clean slate skincare and barber services L.L.C.","barber","Bronx","2590 Heath Ave # 2A","Bronx","10463","40.86891","-73.90709","BSO-25-00574"
"Cloud Nine Beauty INC","salon","Bronx","967 E 233rd St","Bronx","10466","40.89088","-73.84942","AEB-25-00057"
"CM LUXURY NAIL SALON","salon","Bronx","1214 Westchester Ave","Bronx","10459","40.82605","-73.88924","AEB-18-01876"
"CMC Studios LLC","salon","Bronx","1535 Bruckner Blvd","Bronx","10472","40.82389","-73.8775","AEB-25-02374"
"COCO HAIR AND NAILS SPA LLC","salon","Bronx","613 E Fordham Rd","Bronx","10458","40.85836","-73.88473","AEB-25-01876"
"COCO SPA LLC","salon","Bronx","227B E 149th St","Bronx","10451","40.81788","-73.9246","AEB-16-02981"
"COIFFURES BY MALOMO INC","salon","Bronx","3198 WESTCHESTER AVE","BRONX","10461","40.85162","-73.82971","21CO1353645"
"complexions of City Island LLC","salon","Bronx","403 City Island Ave","Bronx","10464","40.84988","-73.78753","AEB-17-01278"
"CONCOURSE NAIL BAR INC","salon","Bronx","200 E 161st St","Bronx","10451","40.82556","-73.92092","AEB-23-02599"
"CONCOURSE NAIL BAR INC","salon","Bronx","200 E 161st St","Bronx","10451","40.82556","-73.92092","AEB-23-02600"
"CONCOURSE UNISEX BARBERSHOP CORP","barber","Bronx","1400 Grand Concourse","Bronx","10456","40.83885","-73.91349","BSO-14-00439"
"Confe Unisex Haircuts Corp","salon","Bronx","2255 Grand Concourse","Bronx","10453","40.85649","-73.9007","AEB-25-02316"
"CONTINENTAL HAIR DESIGN INC","salon","Bronx","2128 WHITE PLAINS RD","BRONX","10462","40.8542","-73.8677","21CO1202470"
"CONTINENTAL I BARBER SHOP INC","barber","Bronx","2936 Wilkinson Ave","Bronx","10461","40.85164","-73.83024","BSO-22-00310"
"Copper Cut Barber Shop","barber","Bronx","3912 White Plains Rd","Bronx","10466","40.88618","-73.86138","BSO-19-00253"
"Cozy Facial & Body Massage Inc","salon","Bronx","1938 Williamsbridge Rd","Bronx","10461","40.85317","-73.8536","AEB-19-00122"
"CRISTALY NAILS,LLC","salon","Bronx","1040 Morris Park Ave","Bronx","10461","40.84869","-73.85496","AEB-19-00586"
"CRISTIAN BARBERSHOP LLC","barber","Bronx","134 E 170th St","Bronx","10452","40.8391","-73.91503","BSO-24-00239"
"CRISTO REY BARBER SHOP & BEAUTY SALON INC","salon","Bronx","227 W 231ST ST","BRONX","10463","40.87938","-73.9057","21CR1402849"
"CRISTO REY BARBER SHOP & BEAUTY SALON, INC.","barber","Bronx","227 W 231st St","Bronx","10463","40.87938","-73.9057","BSO-19-00470"
"Cristobal Barbershop & Beauty Salon","barber","Bronx","2455 Webster Ave","Bronx","10458","40.86001","-73.89307","BSO-24-00375"
"Crosby Nails","salon","Bronx","1376 Crosby Ave","Bronx","10461","40.84054","-73.82965","AEB-22-01364"
"CROSS BRONX UNISEX BEAUTY SALON & BARBER SHOP INC","barber","Bronx","1954 CROSS BRONX EXPY","BRONX","10462","40.83235","-73.85829","18CR4044981"
"Crown & Glory beauty salon inc","salon","Bronx","3430 Wilson Ave","Bronx","10469","40.87581","-73.85089","AEB-21-00253"
"CRYSTAL NAILS & SPA 3432 INC","salon","Bronx","3432 E Tremont Ave Frnt 4","Bronx","10465","40.83248","-73.82797","AEB-24-02391"
"Crystal Nails Lounge Inc.","salon","Bronx","1356 White Plains Rd","Bronx","10462","40.83465","-73.86301","AEB-24-02024"
"Crystal Nails, Inc.","salon","Bronx","1091A Southern Blvd, Store 5","Bronx","10459","40.8258","-73.89194","AEB-20-01837"
"CTK NAIL STUDIO, INC.","salon","Bronx","1714A UNIVERSITY AVENUE","BRONX","10453","40.84852","-73.91803","AEB-21-00338"
"CUENCAS NAILS SALON INC","salon","Bronx","728 E 149th St # B","Bronx","10455","40.81315","-73.90865","AEB-24-02368"
"Cura Njie","barber","Bronx","3865 White Plains Rd","Bronx","10467","40.88545","-73.86179","BSO-24-00044"
"CURVA LUXE NAIL & BOUTIQUE LLC","salon","Bronx","589 Van Nest Ave","Bronx","10460","40.84233","-73.86824","AEB-26-00795"
"CUT OF CLASS BARBER SHOP","barber","Bronx","822 WESTCHESTER AVE","BRONX","10455","40.81907","-73.90277","18CU4086163"
"Cute & Cozy American Spa Salon Inc","salon","Bronx","1537 Crosby Ave","Bronx","10461","40.84334","-73.83031","AEB-18-02439"
"CUTIE H NAILS INC","salon","Bronx","218 E 167th St","Bronx","10456","40.83386","-73.91614","AEB-19-01109"
"CUTIE HI NAILS INC","salon","Bronx","218 E 167th St","Bronx","10456","40.83386","-73.91614","AEB-24-02995"
"Cutz By Yannie Mobile Suite LLC","barber","Bronx","140 Elgar Pl Apt 23J","Bronx","10475","40.86378","-73.82196","BSO-21-00129"
"CYNTHIA BEAUTY STUDIO LLC","salon","Bronx","1668 E Gun Hill Rd Unit B","Bronx","10469","40.86573","-73.83713","AEB-23-02587"
"D ALBA SALON &  BARBER SHOP CORP","salon","Bronx","617 E Tremont Ave","Bronx","10457","40.84611","-73.89257","AEB-24-01735"
"D' ARE HAIR STUDIO LLC","salon","Bronx","589 Van Nest Ave","Bronx","10460","40.84233","-73.86824","AEB-19-00836"
"D Barbershop Spot LLC","barber","Bronx","1208 Southern Boulevard, Store B","Bronx","10459","40.82882","-73.8919","BSO-26-00198"
"D' BERY BEAUTY SALON LLC","salon","Bronx","1689 E 172nd St","Bronx","10472","40.83226","-73.87149","AEB-25-03003"
"D CABALLOTA BEAUTY SALON INC","salon","Bronx","261 E 184th St","Bronx","10458","40.85891","-73.89774","AEB-25-03228"
"D D BEAUTY INC","salon","Bronx","140 W 231st St","Bronx","10463","40.87813","-73.90266","AEB-25-01007"
"D D BEAUTY, INC","salon","Bronx","140 W 231st St","Bronx","10463","40.87813","-73.90266","AEB-24-00285"
"D' DIGNA GLAMOUR SPA","salon","Bronx","2501 Morris Ave Apt 2F","Bronx","10468","40.86364","-73.89896","AEB-18-01262"
"D' Estilo Unisex Inc.","salon","Bronx","3100 Bailey Ave","Bronx","10463","40.87811","-73.90234","AEB-15-00433"
"D' FE SALON INC","salon","Bronx","127 W 165 Street","Bronx","10452","40.83426","-73.92805","AEB-16-01730"
"D' IRIS BEAUTY SALON INC.","salon","Bronx","1003-1005 MORRIS PARK AVE","BRONX","10462","40.84821","-73.85602","AEB-17-02395"
"D PRINCIPES SALON UNISEX","salon","Bronx","824 E 181ST ST","BRONX","10460","40.84687","-73.884","AEB-25-01369"
"D Ultimate Threading & Salon LLC","salon","Bronx","1273 Castle Hill Ave","Bronx","10462","40.83363","-73.85144","AEB-23-00395"
"D&L LUXURY CUTZ BARBER SHOP INC","salon","Bronx","1309 Rosedale Ave","Bronx","10472","40.83288","-73.8695","AEB-22-02039"
"D’BLESSED BEAUTY SALON, INC","salon","Bronx","2707 Cruger Ave","Bronx","10467","40.86571","-73.86635","AEB-21-02019"
"Damaris Beauty Salon Corp","salon","Bronx","1355 Grand Concourse Ste Bf","Bronx","10452","40.83781","-73.91474","AEB-20-01074"
"DAMARIS UNISEX BEAUTY SALON CORP","salon","Bronx","1269 Grand Concourse","Bronx","10452","40.83607","-73.91643","AEB-24-00635"
"D'Angie Hair Salon","salon","Bronx","3635 Bruckner Blvd # 6","Bronx","10461","40.85137","-73.82726","AEB-14-00630"
"DANIBELLA BEAUTY SALON INC","barber","Bronx","900 E 167th St","Bronx","10459","40.82607","-73.89544","BSO-22-00355"
"DANIELLES BODY AND SKIN CARE","salon","Bronx","509 W 236TH ST","BRONX","10463","40.88649","-73.90739","21DA1420308"
"DANNY DOMINICAN BABERSHOP CORP","barber","Bronx","653 E 182nd St","Bronx","10457","40.85115","-73.88843","BSO-25-00337"
"D'ARE HAIR STUDIO & BEAUTY SUPPLY LLC","salon","Bronx","916 Southern Blvd","Bronx","10459","40.81977","-73.89267","AEB-25-01353"
"Darilis Barbershop Unisex INC.","barber","Bronx","120 E Burnside Ave","Bronx","10453","40.85294","-73.90511","BSO-25-00116"
"DARIO JIMENEZ","salon","Bronx","161 W 169th St","Bronx","10452","40.84013","-73.92632","AEB-26-00947"
"DARIO JIMENEZ","barber","Bronx","161 W 169th St","Bronx","10452","40.84013","-73.92632","BSO-26-00035"
"Dave's Barber Shop","barber","Bronx","992 E 174th St","Bronx","10460","40.83633","-73.88459","BSO-24-00193"
"D'BERE HAIR STYLE STUDIO CORP","salon","Bronx","2155 Grand Concourse","Bronx","10453","40.85487","-73.90185","AEB-24-00805"
"DCARLOS BARBER SHOP INC","barber","Bronx","69 E Kingsbridge Rd","Bronx","10468","40.86674","-73.89568","BSO-19-00528"
"DCUCHISTYLO BARBER SHOP CORP","barber","Bronx","3639 Bruckner Blvd","Bronx","10461","40.85144","-73.82724","BSO-19-00147"
"DD AFRICAN HAIR BRAIDING","salon","Bronx","1479 Jesup Ave Apt 5K","Bronx","10452","40.84315","-73.91929","AEB-23-01534"
"DECACHE BARBER SHOP UNISEX INC","barber","Bronx","809 HUNTS POINT AVE","BRONX","10474","40.81702","-73.88817","18DE4080105"
"DELAJ HAIR INC","barber","Bronx","490 W 238th St","Bronx","10463","40.88773","-73.90696","BSO-17-00112"
"DELFIS Y CARABALLO MORETA DELFIS BEAUTY SALON","salon","Bronx","799 Jennings St","Bronx","10459","40.83206","-73.89579","AEB-25-03013"
"DELICATE SKIN BY RUTH INC","salon","Bronx","269 E Burnside Ave Fl 1","Bronx","10457","40.85122","-73.90201","AEB-22-01927"
"DELILAH'S NAIL STUDIO INC","salon","Bronx","2145 Cruger Ave","Bronx","10462","40.85475","-73.86668","AEB-24-02685"
"D'ESTELA SALON CORP","salon","Bronx","1679 Southern Blvd","Bronx","10460","40.83628","-73.88842","AEB-25-00721"
"DESTINY HAIR STUDIO","salon","Bronx","3980 WHITE PLAINS RD","BRONX","10466","40.88803","-73.86036","21DE1132301"
"Destiny Nails","salon","Bronx","5217 Broadway","Bronx","10463","40.87481","-73.90944","AEB-21-01304"
"D'FRANCIS HAIR SALON INC","salon","Bronx","708 E 228th St","Bronx","10466","40.8898","-73.8589","AEB-20-00961"
"Diamond Cut Healthy Haircuts, llc","barber","Bronx","2001 Westchester Ave # D","Bronx","10462","40.83359","-73.85749","BSO-19-00457"
"DIAMOND NAILS DESIGN INC.","salon","Bronx","2727 White Plains Rd","Bronx","10467","40.86624","-73.86729","AEB-26-00340"
"DIARRA HAIR BRAIDING","salon","Bronx","2105 GRAND CONCOURSE","BRONX","10453","40.8543","-73.9023","21DI1324002"
"DINASTIA AZTECA BARBERSHOP, INC.","barber","Bronx","229 E Kingsbridge Rd","Bronx","10458","40.8653","-73.89364","BSO-26-00311"
"DIVA HAIR CARE UNISEX SALON INC","salon","Bronx","117 westchester square","bronx","10461","40.84006","-73.84169","21DI1254539"
"DIVAS HAIR STUDIO","salon","Bronx","1205 MANOR AVE","BRONX","10472","40.82929","-73.87647","21DI1562974"
"DIVINE BEAUTY HAIR & NAILS LLC","salon","Bronx","1335 Prospect Ave","Bronx","10459","40.82925","-73.89764","AEB-26-00114"
"DIVINE HAIR STUDIO LLC","salon","Bronx","1181 Castle Hill Ave","Bronx","10462","40.83164","-73.85098","AEB-16-02996"
"D'JOEL BARBER SHOP, CORP.","barber","Bronx","1941 Southern Blvd","Bronx","10460","40.84236","-73.88573","BSO-23-00243"
"D'JOHANNY BEAUTY SALON LLC","salon","Bronx","684 Castle Hill Ave","Bronx","10473","40.82085","-73.84824","AEB-23-00200"
"DJ's Hair Magic Beauty Salon","salon","Bronx","1173 Pugsley Ave","Bronx","10472","40.83094","-73.85711","AEB-16-02778"
"D'LADY NAILS CORP","salon","Bronx","223 E 183 Monroe Ave Store 5","Bronx","10458","40.8572","-73.8993","AEB-23-00812"
"D'LEO BARBER SHOP INC.","barber","Bronx","1359 White Plains Rd","Bronx","10462","40.8347","-73.86302","BSO-25-00388"
"D'LORA BARBERSHOP CORP","barber","Bronx","2 E 167th St","Bronx","10452","40.83602","-73.92207","BSO-18-00213"
"D'MORENA SALON CORP","salon","Bronx","364 E 155th St","Bronx","10455","40.82052","-73.91722","AEB-19-02138"
"DN GORGEOUS NAILS LLC","salon","Bronx","3420 Boston Rd","Bronx","10469","40.87596","-73.84966","AEB-25-02110"
"DO 4 LOVE BARBER SHOP","barber","Bronx","206 E 165th St","Bronx","10456","40.83023","-73.91867","BSO-24-00284"
"DOBLE IMPACT BARBERSHOP INSTITUTE, LLC","barber","Bronx","3120 Bainbridge Ave","Bronx","10467","40.87423","-73.87933","BSO-26-00036"
"DOBLE IMPACT BARBERSHOP INSTITUTE, LLC","salon","Bronx","3120 Bainbridge Ave","Bronx","10467","40.87423","-73.87933","AEB-26-01242"
"DOCI UNIVERSAL BARBER SHOP CORPORATION","barber","Bronx","31A E BEDFORD PARK BLVD","BRONX","10468","40.87271","-73.88846","18DO4064601"
"DOME GROOMERS","barber","Bronx","3472 BOSTON RD","BRONX","10469","40.87659","-73.84774","18DO4070204"
"DOME GROOMERS II","barber","Bronx","4018 BOSTON RD","BRONX","10475","40.88394","-73.83253","18DO4029421"
"DOMINANCE SKIN CARE, CORP","salon","Bronx","210 Soundview Ave","Bronx","10473","40.80978","-73.85543","AEB-25-02936"
"DOMINICAN NEW IMAGE INC","salon","Bronx","3601A Bainbridge Ave","Bronx","10467","40.88473","-73.8776","AEB-23-00938"
"DOMINICAN SISTER BEAUTY SALON","salon","Bronx","960 GRAND CONCOURSE AVE COR","BRONX","10451","40.82929","-73.92117","21DO1317581"
"Dominican The Estilo Nuevo Beauty Salon","salon","Bronx","3215 3rd Ave","Bronx","10451","40.82348","-73.90904","AEB-22-02382"
"DOMINICAN THE ESTILO NUEVO BEAUTY SALON","barber","Bronx","3215 3rd Ave","Bronx","10451","40.82348","-73.90904","BSO-22-00338"
"Dominicana Barber Shop Inc","barber","Bronx","4030 E Tremont Ave","Bronx","10465","40.81943","-73.81746","BSO-24-00033"
"DOMINICAN'S DIVAS II","salon","Bronx","4139 BRONXWOOD AVE","BRONX NY","10466","40.88992","-73.85255","AEB-26-00136"
"DOMINICAN'S Divas Inc","salon","Bronx","1838 Nereid Ave","Bronx","10466","40.89865","-73.84885","AEB-25-03086"
"DOMINICAN'S Divas Inc","salon","Bronx","3911 DYRE AVE","BRONX","10466","40.88963","-73.83124","AEB-25-03319"
"DOMINIQ BEAUTY SALON, INC","salon","Bronx","209 E 165th St","Bronx","10456","40.83016","-73.91848","AEB-18-00113"
"DOSIS DE BELLEZA CORPORATION","salon","Bronx","847 Soundview Ave","Bronx","10473","40.82242","-73.86764","AEB-24-01994"
"DP NAILS & SPA, INC.","salon","Bronx","727 Allerton Ave","Bronx","10467","40.86545","-73.86612","AEB-26-00307"
"DR BEAUTY SPA LLC","salon","Bronx","1954 Clinton Ave","Bronx","10457","40.84468","-73.8903","AEB-25-02738"
"DRAKE BARBERSHOP NY CORP.","salon","Bronx","1983 Jerome Ave","Bronx","10453","40.85238","-73.90869","AEB-23-01120"
"Dream Nails","salon","Bronx","985 Westchester Ave","Bronx","10459","40.82347","-73.89431","AEB-24-02176"
"DREAM NAILS OF NY INC","salon","Bronx","319 E Fordham Rd","Bronx","10458","40.86242","-73.89408","AEB-20-01114"
"DREAMING NAIL BEAUTY SPA INC","salon","Bronx","473 Willis Ave","Bronx","10455","40.81425","-73.91912","AEB-19-01699"
"DRED BABERSHOP","barber","Bronx","60 E 174th St","Bronx","10452","40.84489","-73.91271","BSO-23-00344"
"D'SHERSI UNISEX SALON CORP","salon","Bronx","684 Courtlandt Ave","Bronx","10451","40.81977","-73.91809","AEB-16-02793"
"DT NAIL & SPA CORPORATION","salon","Bronx","1927 Turnbull Ave","Bronx","10473","40.82304","-73.8579","AEB-22-01519"
"DT Nail and Spa Corporation","salon","Bronx","1927 Turnbull Ave","Bronx","10473","40.82304","-73.8579","AEB-26-01264"
"DT PERFECT NAILS","salon","Bronx","2970 Jerome Ave","Bronx","10468","40.87304","-73.88952","AEB-20-00278"
"DUMBO'S BARBER SHOP LLC","barber","Bronx","672 Courtlandt Ave","Bronx","10451","40.81956","-73.91818","BSO-26-00307"
"D'Unique Experience Barber Shop","barber","Bronx","54 W 183rd St","Bronx","10453","40.85907","-73.90596","BSO-24-00198"
"DURAN NAIL & SPA SALON","salon","Bronx","1808A Lurting Ave","Bronx","10461","40.84954","-73.85412","AEB-18-01514"
"DURAS DIVAS BEAUTY LOUNGE INC","salon","Bronx","1914 Cross Bronx Expy","Bronx","10472","40.83274","-73.85967","AEB-23-00988"
"DYANE BEAUTY STUDIO LLC","salon","Bronx","2203 Jerome Ave","Bronx","10453","40.85724","-73.90461","AEB-24-01107"
"Dym's Nails","salon","Bronx","57 E 183rd St","Bronx","10453","40.8583","-73.90251","AEB-22-02111"
"E & R C NAILS SPA INC.","salon","Bronx","125 Westchester Sq","Bronx","10461","40.84093","-73.84248","AEB-25-01088"
"E Guerra Enterprises LLC/dba/ MGB Unisex Barber Shop","barber","Bronx","400 E 143rd St Ste B","Bronx","10454","40.81221","-73.92044","BSO-23-00273"
"E MONTRO BARBER SHOP & UNISEX","barber","Bronx","6A E 183rd St","Bronx","10453","40.85859","-73.90335","BSO-18-00032"
"E.T. BARBERSHOP","barber","Bronx","706 E 183rd St","Bronx","10458","40.85189","-73.88517","BSO-20-00313"
"E.T. BARBERSHOP & BEAUTY SALON","barber","Bronx","1826 Archer St","Bronx","10460","40.83762","-73.8661","BSO-23-00362"
"E.T.A. RENRAL SERVICES","barber","Bronx","2921 Heath Ave","Bronx","10463","40.87574","-73.90317","BSO-23-00409"
"E.T.A. RENTAL SERVICES INC.","salon","Bronx","2921 Heath Ave","Bronx","10463","40.87574","-73.90317","AEB-25-01181"
"EBRA & SKIN SERVICES CORP","salon","Bronx","648 Soundview Ave","Bronx","10473","40.81829","-73.86286","AEB-22-01925"
"ECO SALON INC.","salon","Bronx","3262 Johnson Avenue","bronx","10463","40.88536","-73.91008","AEB-14-00392"
"EDDIE'S UNISEX SALON LLC","barber","Bronx","1058 Morris Park Ave","Bronx","10461","40.84899","-73.85429","BSO-25-00077"
"EDITH RUIZ CISNEROS","salon","Bronx","2675 MORRIS AVE.","BRONX","10468","40.86737","-73.89605","AEB-26-01146"
"EDWARD UNISEX","barber","Bronx","815 Fairmount Pl Apt 6D","Bronx","10460","40.84232","-73.88826","18ED4076011"
"El cache 10 llc","barber","Bronx","1942 HARRISON AVE","BRONX","10453","40.85419","-73.91024","BSO-25-00482"
"EL MALO BARBER & BEAUTY SALON LLC","barber","Bronx","2346 Lorillard Pl","Bronx","10458","40.85522","-73.89027","BSO-25-00412"
"EL MENOR BARBER SHOP INC.","barber","Bronx","1551 Watson Ave","Bronx","10472","40.82624","-73.87703","BSO-25-00503"
"El Movimiento BarberShop and Salon llc","barber","Bronx","256 E Burnside Ave","Bronx","10457","40.85157","-73.90247","BSO-24-00238"
